,342.5nm,388nm,442nm,463nm,483.5nm
171005,3.771,3.201,2.622,2.426,2.249
171006,1.633,1.524,1.373,1.313,1.254
171007,4.328,3.816,3.253,3.052,2.868
171008,,,,,
171009,3.214,3.004,2.715,2.599,2.487
171010,,,,,
171011,,,,,
171012,,,,,
171013,,,,,
171014,,,,,
171015,,,,,
171016,,,,,
171017,,,,,
171018,,,,,
171019,3.018,2.499,1.996,1.831,1.685
171020,,,,,
171021,,,,,
171022,,,,,
171023,,,,,
171024,,,,,
171025,,,,,
171026,,,,,
171027,,,,,
171028,,,,,
171029,,,,,
171030,3.119,2.894,2.598,2.481,2.369
171031,1.079,1.009,0.912,0.873,0.835
171101,2.714,2.247,1.795,1.647,1.516
171102,1.189,1.148,1.11,1.097,1.086
171103,,,,,
171104,,,,,
171105,,,,,
171106,,,,,
171107,,,,,
171108,,,,,
171109,,,,,
171110,,,,,
171111,,,,,
171112,,,,,
171113,,,,,
171114,,,,,
171115,5.583,4.703,3.824,3.529,3.265
171116,,,,,
171117,,,,,
171118,,,,,
171119,2.559,2.471,2.389,2.362,2.337
171120,,,,,
171121,,,,,
171122,,,,,
171123,,,,,
171124,,,,,
171125,,,,,
171126,,,,,
171127,,,,,
171128,,,,,
171129,,,,,
171130,,,,,
171201,,,,,
171202,,,,,
171203,,,,,
171204,,,,,
171205,,,,,
171206,,,,,
171207,,,,,
171208,2.183,2.036,1.835,1.754,1.676
171209,,,,,
171210,,,,,
171211,,,,,
171212,,,,,
171213,,,,,
171214,,,,,
171215,,,,,
171216,,,,,
171217,,,,,
171218,,,,,
171219,,,,,
171220,2.027,1.74,1.44,1.337,1.243
171221,,,,,
171222,,,,,
171223,,,,,
171224,,,,,
171225,,,,,
171226,,,,,
171227,,,,,
171228,,,,,
171229,,,,,
171230,,,,,
171231,,,,,
180101,,,,,
180102,,,,,
180103,,,,,
180104,,,,,
180105,,,,,
180106,,,,,
180107,,,,,
180108,,,,,
180109,,,,,
180110,,,,,
180111,,,,,
180112,1.655,1.544,1.391,1.33,1.27
180113,,,,,
180114,,,,,
180115,,,,,
180116,,,,,
180117,,,,,
180118,2.944,2.643,2.302,2.177,2.061
180119,,,,,
180120,,,,,
180121,2.002,1.868,1.683,1.609,1.537
180122,,,,,
180123,,,,,
180124,,,,,
180125,,,,,
180126,,,,,
180127,,,,,
180128,,,,,
180129,,,,,
180130,,,,,
180131,,,,,
180201,,,,,
180202,,,,,
180203,,,,,
180204,,,,,
180205,,,,,
180206,,,,,
180207,,,,,
180208,,,,,
180209,,,,,
180210,,,,,
180211,,,,,
180212,,,,,
180213,,,,,
180214,,,,,
180215,,,,,
180216,,,,,
180217,,,,,
180218,,,,,
180219,3.891,3.24,2.607,2.399,2.213
180220,,,,,
180221,,,,,
180222,,,,,
180223,,,,,
180224,,,,,
180225,,,,,
180226,,,,,
180227,,,,,
180228,,,,,
180301,,,,,
180302,,,,,
180303,,,,,
180304,,,,,
180305,,,,,
180306,,,,,
180307,,,,,
180308,,,,,
180309,,,,,
180310,5.111,4.386,3.63,3.37,3.135
180311,,,,,
180312,,,,,
180313,,,,,
180314,,,,,
180315,2.166,1.867,1.554,1.446,1.348
180316,,,,,
180317,,,,,
180318,,,,,
180319,,,,,
180320,,,,,
180321,,,,,
180322,3.285,3.064,2.761,2.64,2.522
180323,,,,,
180324,,,,,
180325,,,,,
180326,4.172,3.58,2.963,2.751,2.559
180327,4.303,3.516,2.783,2.548,2.342
180328,,,,,
180329,,,,,
180330,,,,,
180331,,,,,
180401,,,,,
180402,,,,,
180403,,,,,
180404,,,,,
180405,,,,,
180406,,,,,
180407,,,,,
180408,,,,,
180409,,,,,
180410,8.498,7.035,5.621,5.157,4.745
180411,,,,,
180412,,,,,
180413,,,,,
180414,,,,,
180415,,,,,
180416,,,,,
180417,,,,,
180418,,,,,
180419,,,,,
180420,,,,,
180421,,,,,
180422,,,,,
180423,,,,,
180424,,,,,
180425,,,,,
180426,,,,,
180427,1.675,1.528,1.387,1.34,1.299
180428,,,,,
180429,,,,,
180430,,,,,
180501,,,,,
180502,,,,,
180503,,,,,
180504,,,,,
180505,,,,,
180506,,,,,
180507,,,,,
180508,,,,,
180509,,,,,
180510,6.254,5.367,4.442,4.123,3.835
180511,0.94,0.877,0.79,0.755,0.722
180512,,,,,
180513,2.078,1.73,1.392,1.281,1.182
180514,,,,,
180515,,,,,
180516,,,,,
180517,,,,,
180518,,,,,
180519,,,,,
180520,,,,,
180521,,,,,
180522,,,,,
180523,,,,,
180524,,,,,
180525,,,,,
180526,,,,,
180527,1.183,1.103,0.994,0.95,0.908
180528,3.208,2.998,2.709,2.593,2.482
180529,1.815,1.693,1.525,1.458,1.393
180530,,,,,
180531,1.3,1.256,1.214,1.2,1.188
180601,,,,,
180602,,,,,
180603,0.787,0.736,0.665,0.636,0.609
180604,,,,,
180605,0.187,0.174,0.158,0.152,0.146
180606,,,,,
180607,,,,,
180608,,,,,
180609,,,,,
180610,,,,,
180611,,,,,
180612,1.675,1.565,1.415,1.354,1.296
180613,,,,,
180614,,,,,
180615,,,,,
180616,,,,,
180617,,,,,
180618,0.352,0.32,0.281,0.267,0.253
180619,0.103,0.096,0.087,0.084,0.08
180620,,,,,
180621,,,,,
180622,,,,,
180623,2.33,1.94,1.562,1.437,1.326
180624,,,,,
180625,0.158,0.148,0.134,0.129,0.123
180626,1.978,1.852,1.678,1.609,1.542
180627,0.381,0.328,0.274,0.255,0.238
180628,0.048,0.044,0.04,0.038,0.037
180629,,,,,
180630,0.165,0.154,0.139,0.134,0.128
180701,,,,,
180702,0.592,0.554,0.502,0.482,0.461
180703,,,,,
180704,0.314,0.273,0.23,0.215,0.201
180705,0.076,0.07,0.064,0.061,0.059
180706,,,,,
180707,,,,,
180708,0.289,0.271,0.245,0.236,0.226
180709,0.112,0.105,0.095,0.091,0.088
180710,,,,,
180711,0.203,0.177,0.149,0.139,0.13
180712,0.033,0.031,0.028,0.027,0.025
180713,2.064,1.929,1.744,1.67,1.597
180714,1.431,1.336,1.205,1.153,1.102
180715,,,,,
180716,,,,,
180717,,,,,
180718,0.619,0.565,0.499,0.474,0.451
180719,,,,,
180720,2.346,2.193,1.982,1.898,1.816
180721,,,,,
180722,,,,,
180723,,,,,
180724,0.327,0.288,0.247,0.232,0.218
180725,0.13,0.122,0.111,0.106,0.102
180726,,,,,
180727,0.047,0.044,0.04,0.038,0.037
180728,,,,,
180729,,,,,
180730,,,,,
180731,,,,,
180801,,,,,
180802,,,,,
180803,2.073,1.824,1.55,1.453,1.364
180804,,,,,
180805,,,,,
180806,1.523,1.47,1.421,1.405,1.391
180807,,,,,
180808,2.864,2.458,2.034,1.889,1.756
180809,0.855,0.75,0.638,0.6,0.564
180810,1.45,1.353,1.219,1.165,1.114
180811,,,,,
180812,4.904,4.06,3.244,2.976,2.738
180813,,,,,
180814,,,,,
180815,,,,,
180816,,,,,
180817,,,,,
180818,,,,,
180819,,,,,
180820,,,,,
180821,,,,,
180822,0.08,0.075,0.068,0.065,0.062
180823,,,,,
180824,3.274,2.81,2.325,2.159,2.008
180825,,,,,
180826,,,,,
180827,,,,,
180828,0.647,0.605,0.548,0.526,0.504
180829,,,,,
180830,,,,,
180831,,,,,
180901,,,,,
180902,,,,,
180903,1.145,1.072,0.972,0.932,0.893
180904,,,,,
180905,,,,,
180906,2.756,2.406,2.032,1.901,1.781
180907,2.964,2.482,2.011,1.855,1.716
180908,,,,,
180909,,,,,
180910,6.423,5.537,4.61,4.289,3.999
180911,1.908,1.638,1.355,1.258,1.17
180912,,,,,
180913,4.132,3.421,2.733,2.508,2.307
180914,,,,,
180915,,,,,
180916,,,,,
180917,,,,,
180918,,,,,
180919,1.089,1.02,0.924,0.886,0.849
180920,2.619,2.355,2.045,1.931,1.824
180921,,,,,
180922,1.291,1.076,0.866,0.796,0.735
180923,,,,,
180924,,,,,
180925,1.29,1.203,1.084,1.037,0.991
180926,,,,,
180927,,,,,
180928,,,,,
180929,2.016,1.813,1.574,1.486,1.404
180930,,,,,
181001,,,,,
181002,,,,,
181003,0.919,0.858,0.776,0.743,0.711
181004,,,,,
181005,,,,,
181006,,,,,
181007,,,,,
181008,2.627,2.45,2.208,2.111,2.017
181009,,,,,
181010,,,,,
181011,,,,,
181012,,,,,
181013,,,,,
181014,,,,,
181015,7.483,6.263,5.059,4.658,4.301
181016,,,,,
181017,4.919,4.48,3.945,3.743,3.552
181018,,,,,
181019,4.286,3.973,3.559,3.396,3.24
181020,,,,,
181021,,,,,
181022,2.24,1.855,1.482,1.359,1.251
181023,,,,,
181024,,,,,
181025,,,,,
181026,,,,,
181027,,,,,
181028,,,,,
181029,,,,,
181030,,,,,
181031,,,,,
181101,,,,,
181102,2.527,2.357,2.124,2.031,1.94
181103,,,,,
181104,3.245,2.774,2.292,2.129,1.981
181105,,,,,
181106,,,,,
181107,,,,,
181108,,,,,
181109,,,,,
181110,,,,,
181111,,,,,
181112,,,,,
181113,,,,,
181114,,,,,
181115,,,,,
181116,0.805,0.658,0.521,0.477,0.438
181117,,,,,
181118,5.171,4.68,4.095,3.877,3.673
181119,,,,,
181120,,,,,
181121,,,,,
181122,,,,,
181123,,,,,
181124,,,,,
181125,,,,,
181126,1.621,1.512,1.362,1.302,1.244
181127,,,,,
181128,,,,,
181129,,,,,
181130,,,,,
181201,,,,,
181202,,,,,
181203,,,,,
181204,1.858,1.794,1.735,1.715,1.697
181205,,,,,
181206,,,,,
181207,,,,,
181208,,,,,
181209,,,,,
181210,,,,,
181211,,,,,
181212,,,,,
181213,,,,,
181214,,,,,
181215,,,,,
181216,,,,,
181217,,,,,
181218,,,,,
181219,,,,,
181220,,,,,
181221,,,,,
181222,,,,,
181223,,,,,
181224,2.927,2.535,2.122,1.979,1.849
181225,,,,,
181226,,,,,
181227,,,,,
181228,,,,,
181229,,,,,
181230,,,,,
181231,,,,,
190101,,,,,
190102,,,,,
190103,,,,,
190104,,,,,
190105,,,,,
190106,,,,,
190107,,,,,
190108,,,,,
190109,,,,,
190110,,,,,
190111,,,,,
190112,2.031,1.962,1.896,1.875,1.855
190113,,,,,
190114,,,,,
190115,,,,,
190116,,,,,
190117,,,,,
190118,,,,,
190119,,,,,
190120,,,,,
190121,3.355,3.136,2.834,2.713,2.596
190122,,,,,
190123,,,,,
190124,,,,,
190125,,,,,
190126,,,,,
190127,,,,,
190128,,,,,
190129,,,,,
190130,,,,,
190131,,,,,
190201,,,,,
190202,,,,,
190203,,,,,
190204,,,,,
190205,,,,,
190206,,,,,
190207,,,,,
190208,,,,,
190209,,,,,
190210,3.64,3.395,3.059,2.924,2.794
190211,,,,,
190212,,,,,
190213,,,,,
190214,,,,,
190215,,,,,
190216,,,,,
190217,,,,,
190218,,,,,
190219,,,,,
190220,,,,,
190221,,,,,
190222,,,,,
190223,,,,,
190224,,,,,
190225,,,,,
190226,,,,,
190227,,,,,
190228,,,,,
190301,,,,,
190302,,,,,
190303,,,,,
190304,,,,,
190305,,,,,
190306,,,,,
190307,,,,,
190308,,,,,
190309,,,,,
190310,,,,,
190311,,,,,
190312,,,,,
190313,,,,,
190314,,,,,
190315,1.81,1.618,1.421,1.353,1.292
190316,,,,,
190317,7.944,6.817,5.642,5.238,4.872
190318,,,,,
190319,,,,,
190320,,,,,
190321,,,,,
190322,,,,,
190323,,,,,
190324,7.077,5.859,4.681,4.294,3.951
190325,,,,,
190326,2.124,2.051,1.983,1.96,1.94
190327,,,,,
190328,,,,,
190329,,,,,
190330,7.451,6.268,5.099,4.711,4.363
190331,,,,,
190401,,,,,
190402,,,,,
190403,,,,,
190404,,,,,
190405,,,,,
190406,,,,,
190407,,,,,
190408,,,,,
190409,1.933,1.867,1.805,1.784,1.765
190410,,,,,
190411,2.825,2.339,1.868,1.714,1.577
190412,1.216,1.139,1.033,0.989,0.948
190413,,,,,
190414,,,,,
190415,,,,,
190416,,,,,
190417,,,,,
190418,2.512,2.343,2.111,2.019,1.929
190419,,,,,
190420,,,,,
190421,,,,,
190422,,,,,
190423,,,,,
190424,,,,,
190425,,,,,
190426,,,,,
190427,1.45,1.352,1.218,1.165,1.113
190428,,,,,
190429,,,,,
190430,,,,,
190501,,,,,
190502,,,,,
190503,,,,,
190504,,,,,
190505,0.481,0.45,0.407,0.389,0.372
190506,,,,,
190507,0.636,0.594,0.537,0.514,0.492
190508,3.339,3.127,2.834,2.717,2.603
190509,,,,,
190510,,,,,
190511,,,,,
190512,,,,,
190513,,,,,
190514,,,,,
190515,0.083,0.078,0.071,0.068,0.065
190516,,,,,
190517,0.607,0.569,0.515,0.494,0.473
190518,,,,,
190519,,,,,
190520,,,,,
190521,,,,,
190522,,,,,
190523,1.195,1.114,1.004,0.96,0.918
190524,,,,,
190525,,,,,
190526,,,,,
190527,2.346,2.089,1.803,1.7,1.605
190528,,,,,
190529,3.627,3.06,2.491,2.3,2.129
190530,,,,,
190531,,,,,
190601,,,,,
190602,8.017,6.676,5.372,4.942,4.56
190603,,,,,
190604,,,,,
190605,1.984,1.854,1.677,1.606,1.537
190606,,,,,
190607,,,,,
190608,,,,,
190609,,,,,
190610,,,,,
190611,,,,,
190612,3.098,2.631,2.16,2.0,1.856
190613,,,,,
190614,2.099,1.889,1.647,1.558,1.475
190615,0.333,0.311,0.282,0.27,0.258
190616,,,,,
190617,,,,,
190618,0.731,0.685,0.621,0.595,0.57
190619,,,,,
190620,,,,,
190621,2.853,2.581,2.261,2.142,2.031
190622,,,,,
190623,,,,,
190624,1.193,1.113,1.003,0.959,0.916
190625,,,,,
190626,,,,,
190627,,,,,
190628,2.644,2.327,1.981,1.858,1.745
190629,,,,,
190630,2.178,2.039,1.849,1.772,1.698
190701,,,,,
190702,,,,,
190703,,,,,
190704,,,,,
190705,,,,,
190706,,,,,
190707,2.251,1.931,1.603,1.491,1.389
190708,0.085,0.08,0.072,0.069,0.066
190709,,,,,
190710,,,,,
190711,,,,,
190712,,,,,
190713,,,,,
190714,2.003,1.816,1.594,1.511,1.433
190715,,,,,
190716,,,,,
190717,,,,,
190718,,,,,
190719,,,,,
190720,,,,,
190721,,,,,
190722,,,,,
190723,3.815,3.308,2.78,2.596,2.43
190724,,,,,
190725,,,,,
190726,0.076,0.071,0.065,0.062,0.059
190727,,,,,
190728,,,,,
190729,,,,,
190730,3.425,3.078,2.674,2.526,2.387
190731,,,,,
190801,2.651,2.377,2.06,1.945,1.837
190802,,,,,
190803,0.236,0.228,0.221,0.218,0.216
190804,0.458,0.428,0.387,0.371,0.355
190805,,,,,
190806,,,,,
190807,,,,,
190808,,,,,
190809,,,,,
190810,,,,,
190811,,,,,
190812,5.841,4.864,3.914,3.601,3.323
190813,,,,,
190814,,,,,
190815,2.166,1.861,1.548,1.441,1.344
190816,,,,,
190817,3.661,3.415,3.077,2.942,2.811
190818,3.321,3.098,2.792,2.669,2.55
190819,,,,,
190820,,,,,
190821,,,,,
190822,,,,,
190823,,,,,
190824,,,,,
190825,,,,,
190826,,,,,
190827,,,,,
190828,,,,,
190829,,,,,
190830,,,,,
190831,3.361,2.884,2.387,2.216,2.061
190901,,,,,
190902,,,,,
190903,,,,,
190904,1.745,1.628,1.467,1.403,1.34
190905,2.128,1.8,1.47,1.36,1.26
190906,0.229,0.214,0.194,0.186,0.179
190907,,,,,
190908,,,,,
190909,5.882,4.87,3.89,3.57,3.284
190910,,,,,
190911,,,,,
190912,,,,,
190913,,,,,
190914,,,,,
190915,,,,,
190916,,,,,
190917,,,,,
190918,,,,,
190919,,,,,
190920,,,,,
190921,,,,,
190922,,,,,
190923,,,,,
190924,,,,,
190925,,,,,
190926,,,,,
190927,,,,,
190928,,,,,
190929,,,,,
190930,,,,,
191001,,,,,
191002,2.188,2.041,1.839,1.758,1.68
191003,,,,,
191004,5.273,4.366,3.488,3.2,2.944
191005,,,,,
191006,,,,,
191007,,,,,
191008,,,,,
191009,,,,,
191010,,,,,
191011,,,,,
191012,,,,,
191013,,,,,
191014,,,,,
191015,,,,,
191016,,,,,
191017,,,,,
191018,,,,,
191019,,,,,
191020,,,,,
191021,,,,,
191022,,,,,
191023,,,,,
191024,,,,,
191025,,,,,
191026,,,,,
191027,7.376,6.224,5.067,4.678,4.33
191028,,,,,
191029,,,,,
191030,,,,,
191031,,,,,
191101,,,,,
191102,,,,,
191103,,,,,
191104,,,,,
191105,,,,,
191106,,,,,
191107,,,,,
191108,,,,,
191109,,,,,
191110,,,,,
191111,,,,,
191112,,,,,
191113,,,,,
191114,,,,,
191115,,,,,
191116,,,,,
191117,,,,,
191118,,,,,
191119,1.553,1.499,1.449,1.433,1.418
191120,,,,,
191121,,,,,
191122,,,,,
191123,,,,,
191124,,,,,
191125,,,,,
191126,,,,,
191127,,,,,
191128,,,,,
191129,,,,,
191130,,,,,
191201,,,,,
191202,,,,,
191203,,,,,
191204,,,,,
191205,2.214,2.066,1.861,1.779,1.7
191206,,,,,
191207,5.258,4.354,3.478,3.191,2.936
191208,,,,,
191209,,,,,
191210,,,,,
191211,,,,,
191212,,,,,
191213,,,,,
191214,,,,,
191215,,,,,
191216,,,,,
191217,,,,,
191218,,,,,
191219,,,,,
191220,,,,,
191221,,,,,
191222,,,,,
191223,,,,,
191224,,,,,
191225,,,,,
191226,,,,,
191227,,,,,
191228,,,,,
191229,,,,,
191230,,,,,
191231,,,,,
200101,,,,,
200102,,,,,
200103,,,,,
200104,,,,,
200105,,,,,
200106,,,,,
200107,,,,,
200108,,,,,
200109,,,,,
200110,,,,,
200111,,,,,
200112,,,,,
200113,,,,,
200114,,,,,
200115,,,,,
200116,,,,,
200117,,,,,
200118,,,,,
200119,,,,,
200120,,,,,
200121,,,,,
200122,,,,,
200123,,,,,
200124,2.881,2.413,1.955,1.803,1.668
200125,,,,,
200126,,,,,
200127,,,,,
200128,,,,,
200129,,,,,
200130,,,,,
200131,3.296,3.078,2.778,2.657,2.542
200201,,,,,
200202,,,,,
200203,,,,,
200204,,,,,
200205,,,,,
200206,,,,,
200207,,,,,
200208,,,,,
200209,,,,,
200210,,,,,
200211,,,,,
200212,,,,,
200213,,,,,
200214,,,,,
200215,,,,,
200216,,,,,
200217,,,,,
200218,,,,,
200219,,,,,
200220,,,,,
200221,,,,,
200222,,,,,
200223,,,,,
200224,,,,,
200225,3.176,2.963,2.67,2.552,2.439
200226,,,,,
200227,,,,,
200228,,,,,
200301,,,,,
200302,,,,,
200303,,,,,
200304,,,,,
200305,,,,,
200306,,,,,
200307,,,,,
200308,,,,,
200309,,,,,
200310,,,,,
200311,,,,,
200312,,,,,
200313,,,,,
200314,,,,,
200315,,,,,
200316,,,,,
200317,,,,,
200318,,,,,
200319,,,,,
200320,3.218,3.002,2.705,2.586,2.471
200321,,,,,
200322,,,,,
200323,,,,,
200324,0.269,0.233,0.195,0.182,0.17
200325,,,,,
200326,,,,,
200327,0.686,0.599,0.506,0.474,0.444
200328,,,,,
200329,,,,,
200330,,,,,
200331,,,,,
200401,,,,,
200402,,,,,
200403,,,,,
200404,,,,,
200405,,,,,
200406,0.091,0.085,0.077,0.074,0.071
200407,,,,,
200408,,,,,
200409,,,,,
200410,,,,,
200411,,,,,
200412,,,,,
200413,,,,,
200414,4.79,4.11,3.413,3.176,2.96
200415,,,,,
200416,,,,,
200417,1.272,1.187,1.069,1.022,0.977
200418,,,,,
200419,,,,,
200420,,,,,
200421,,,,,
200422,,,,,
200423,,,,,
200424,,,,,
200425,2.961,2.768,2.501,2.395,2.291
200426,,,,,
200427,,,,,
200428,,,,,
200429,,,,,
200430,,,,,
200501,,,,,
200502,,,,,
200503,,,,,
200504,,,,,
200505,,,,,
200506,,,,,
200507,5.387,5.026,4.528,4.33,4.136
200508,,,,,
200509,,,,,
200510,,,,,
200511,,,,,
200512,,,,,
200513,,,,,
200514,,,,,
200515,,,,,
200516,,,,,
200517,,,,,
200518,,,,,
200519,,,,,
200520,,,,,
200521,,,,,
200522,,,,,
200523,,,,,
200524,,,,,
200525,,,,,
200526,,,,,
200527,0.377,0.353,0.32,0.307,0.294
200528,,,,,
200529,,,,,
200530,,,,,
200531,,,,,
200601,,,,,
200602,,,,,
200603,,,,,
200604,,,,,
200605,,,,,
200606,,,,,
200607,,,,,
200608,,,,,
200609,3.627,3.127,2.603,2.422,2.258
200610,,,,,
200611,,,,,
200612,,,,,
200613,,,,,
200614,,,,,
200615,,,,,
200616,,,,,
200617,3.22,2.888,2.513,2.375,2.248
200618,0.536,0.502,0.455,0.436,0.418
200619,,,,,
200620,,,,,
200621,,,,,
200622,,,,,
200623,,,,,
200624,5.559,4.71,3.86,3.575,3.319
200625,2.101,1.96,1.766,1.688,1.613
200626,,,,,
200627,,,,,
200628,,,,,
200629,,,,,
200630,,,,,
200701,0.639,0.565,0.483,0.454,0.427
200702,,,,,
200703,,,,,
200704,,,,,
200705,,,,,
200706,,,,,
200707,,,,,
200708,,,,,
200709,,,,,
200710,,,,,
200711,,,,,
200712,,,,,
200713,,,,,
200714,,,,,
200715,,,,,
200716,,,,,
200717,,,,,
200718,,,,,
200719,0.763,0.668,0.565,0.529,0.495
200720,1.478,1.272,1.062,0.989,0.924
200721,,,,,
200722,0.807,0.756,0.685,0.657,0.629
200723,,,,,
200724,,,,,
200725,,,,,
200726,,,,,
200727,0.357,0.334,0.302,0.29,0.278
200728,,,,,
200729,,,,,
200730,1.161,1.006,0.842,0.785,0.734
200731,,,,,
200801,,,,,
200802,2.507,2.342,2.114,2.024,1.935
200803,,,,,
200804,0.455,0.416,0.368,0.351,0.333
200805,,,,,
200806,,,,,
200807,1.217,1.14,1.033,0.991,0.949
200808,,,,,
200809,,,,,
200810,,,,,
200811,3.59,2.972,2.375,2.179,2.005
200812,1.746,1.488,1.227,1.138,1.059
200813,,,,,
200814,,,,,
200815,,,,,
200816,,,,,
200817,,,,,
200818,,,,,
200819,,,,,
200820,6.934,5.845,4.764,4.403,4.08
200821,,,,,
200822,,,,,
200823,1.055,0.984,0.887,0.848,0.81
200824,0.161,0.151,0.137,0.131,0.126
200825,,,,,
200826,,,,,
200827,,,,,
200828,2.974,2.775,2.5,2.39,2.284
200829,,,,,
200830,,,,,
200831,,,,,
200901,,,,,
200902,,,,,
200903,5.11,4.231,3.38,3.101,2.853
200904,,,,,
200905,6.313,5.889,5.306,5.073,4.847
200906,3.788,3.381,2.918,2.75,2.594
200907,,,,,
200908,4.861,4.171,3.452,3.205,2.981
200909,,,,,
200910,,,,,
200911,,,,,
200912,,,,,
200913,,,,,
200914,,,,,
200915,,,,,
200916,7.115,5.891,4.707,4.318,3.973
200917,,,,,
200918,,,,,
200919,7.092,5.872,4.691,4.304,3.96
200920,,,,,
200921,2.761,2.286,1.826,1.675,1.542
200922,3.173,2.818,2.418,2.275,2.142
200923,,,,,
200924,,,,,
200925,,,,,
200926,,,,,
200927,,,,,
200928,,,,,
200929,,,,,
200930,,,,,
201001,,,,,
201002,,,,,
201003,,,,,
201004,,,,,
201005,,,,,
201006,,,,,
201007,,,,,
201008,0.412,0.368,0.32,0.302,0.285
201009,,,,,
201010,,,,,
201011,,,,,
201012,,,,,
201013,,,,,
201014,,,,,
201015,,,,,
201016,,,,,
201017,,,,,
201018,,,,,
201019,,,,,
201020,,,,,
201021,,,,,
201022,,,,,
201023,0.834,0.697,0.563,0.519,0.479
201024,,,,,
201025,,,,,
201026,,,,,
201027,,,,,
201028,,,,,
201029,,,,,
201030,,,,,
201031,,,,,
201101,,,,,
201102,,,,,
201103,,,,,
201104,,,,,
201105,,,,,
201106,4.691,4.236,3.717,3.528,3.352
201107,,,,,
201108,2.773,2.296,1.834,1.683,1.548
201109,,,,,
201110,,,,,
201111,,,,,
201112,,,,,
201113,,,,,
201114,,,,,
201115,,,,,
201116,,,,,
201117,,,,,
201118,,,,,
201119,1.18,0.988,0.801,0.739,0.683
201120,,,,,
201121,,,,,
201122,,,,,
201123,,,,,
201124,,,,,
201125,4.112,3.529,2.921,2.711,2.522
201126,,,,,
201127,,,,,
201128,,,,,
201129,,,,,
201130,,,,,
201201,,,,,
201202,,,,,
201203,,,,,
201204,,,,,
201205,5.257,4.904,4.418,4.224,4.036
201206,,,,,
201207,,,,,
201208,5.499,4.719,3.905,3.626,3.372
201209,,,,,
201210,,,,,
201211,,,,,
201212,,,,,
201213,,,,,
201214,,,,,
201215,,,,,
201216,,,,,
201217,3.907,3.432,2.913,2.729,2.561
201218,,,,,
201219,,,,,
201220,,,,,
201221,,,,,
201222,,,,,
201223,,,,,
201224,,,,,
201225,,,,,
201226,4.547,3.902,3.229,2.998,2.789
201227,,,,,
201228,,,,,
201229,,,,,
201230,,,,,
201231,,,,,
