,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,
07/02,248.333,255.278,242.044,260.756,258.7,254.937,247.844,252.456,253.578,253.589,254.937,247.844,248.656,249.4,254.937,250.514,
07/03,248.7,257.433,250.311,262.944,245.844,253.133,245.113,254.937,247.922,253.0,260.067,244.967,244.8,254.937,252.156,257.656,
07/04,247.989,244.378,237.511,260.778,253.089,254.937,251.8,250.167,258.8,253.189,244.067,248.3,245.178,249.7,275.644,242.978,
07/05,247.689,248.967,254.937,263.411,249.4,269.233,254.937,255.878,254.937,254.278,252.978,254.937,243.456,251.622,252.922,253.756,
07/06,240.456,238.922,247.678,264.556,258.167,254.389,253.444,248.637,253.667,242.733,261.922,260.233,250.667,252.937,254.937,253.633,
07/07,248.4,245.667,248.189,266.756,254.433,252.333,254.937,253.622,257.122,253.456,252.633,249.657,254.937,251.7,247.8,270.656,
07/08,250.411,244.722,244.756,268.3,253.5,246.344,262.9,246.133,262.575,254.937,256.1,253.678,268.333,249.322,241.044,251.478,
07/09,253.889,248.422,249.278,267.433,253.244,258.533,246.229,250.067,264.022,265.7,243.344,252.156,261.743,248.133,250.025,254.937,
07/10,249.9,248.7,245.4,264.6,254.937,259.033,251.811,254.937,255.311,262.944,252.367,252.767,258.6,254.937,252.589,253.633,
07/11,253.4,249.744,239.378,304.625,251.533,254.937,252.978,261.5,257.633,256.033,254.937,255.222,253.111,262.233,239.256,255.933,
07/12,255.822,251.322,243.733,263.011,251.756,251.578,254.937,246.933,254.937,251.444,254.767,253.844,261.844,245.257,245.978,250.257,
07/13,251.333,248.522,248.9,265.778,250.7,254.937,258.522,256.478,267.967,250.811,254.233,258.433,254.867,253.0,254.937,264.167,
07/14,251.522,252.856,242.7,262.256,258.289,249.233,254.937,259.533,259.233,250.222,255.838,254.937,247.0,249.222,261.5,256.133,
07/15,249.867,259.033,250.056,260.122,254.937,244.044,253.1,257.467,255.222,254.937,252.167,257.467,252.8,252.389,244.375,257.189,
07/16,258.944,259.111,240.322,265.167,253.156,253.437,254.937,257.222,258.5,266.067,257.556,258.467,254.937,248.422,251.7,254.937,
07/17,249.744,253.689,251.233,261.722,254.937,253.267,255.5,261.333,259.844,265.5,252.956,250.225,259.767,264.033,253.789,275.867,
07/18,251.489,254.937,244.178,258.467,262.956,254.937,253.933,254.433,267.356,263.367,254.937,259.233,246.844,249.978,256.033,257.986,
07/19,245.633,248.767,243.267,255.0,251.978,252.2,240.363,254.937,261.911,254.044,262.633,256.133,247.143,254.937,255.678,266.522,
07/20,253.744,245.822,250.222,256.022,257.567,254.937,247.233,252.833,267.3,255.056,251.5,252.211,249.389,259.5,284.867,256.022,
07/21,251.544,247.967,246.867,266.289,255.978,271.333,254.937,254.389,254.937,260.2,253.8,254.937,241.589,252.556,254.178,261.533,
07/22,248.722,252.244,258.356,261.933,253.7,256.867,250.133,250.438,257.333,253.167,242.622,263.8,250.789,249.571,254.937,258.333,
07/23,253.033,254.778,254.267,263.556,261.011,265.567,254.937,256.544,269.689,256.678,250.356,257.829,254.937,249.422,253.867,253.933,
07/24,256.022,260.467,255.267,254.937,253.933,261.556,261.9,249.122,266.238,254.937,265.622,254.078,290.833,247.956,247.489,251.278,
07/25,256.0,258.867,251.833,265.467,253.011,270.067,248.129,252.878,268.622,256.367,249.978,254.467,253.229,245.533,252.9,254.937,
07/26,249.978,262.133,257.217,270.633,248.375,267.622,252.0,254.937,262.1,251.611,253.578,254.2,259.833,254.937,256.3,247.167,
07/27,254.0,263.367,251.433,264.733,254.7,264.289,250.089,265.3,270.089,250.338,254.937,258.744,256.789,261.1,247.7,254.333,
07/28,251.556,262.8,254.033,266.489,253.222,262.878,254.937,257.086,254.937,264.211,260.567,263.6,262.767,248.157,252.178,252.871,
07/29,253.0,260.8,260.633,255.3,236.0,254.937,259.644,259.822,275.033,262.2,255.9,259.456,263.167,252.444,254.937,253.933,
07/30,253.656,265.456,260.267,255.022,252.678,258.6,254.937,257.111,260.9,260.311,252.612,254.937,259.1,243.256,276.533,248.744,
07/31,254.937,262.778,258.644,244.811,254.937,262.356,253.833,252.211,268.122,254.937,263.6,263.5,260.867,252.378,246.514,262.044,
08/01,261.333,265.622,254.5,257.111,251.756,260.588,261.542,259.378,269.889,273.433,245.022,257.244,261.542,253.133,256.6,254.937,
08/02,253.322,261.7,251.0,250.233,261.542,259.722,253.733,256.178,266.967,265.633,252.322,267.214,256.3,277.967,252.822,271.6,
08/03,252.6,261.333,255.467,261.211,259.0,261.542,257.222,252.522,271.544,267.989,261.542,263.5,250.711,256.167,253.689,253.771,
08/04,253.044,265.444,257.589,265.733,247.922,258.633,262.262,261.542,271.111,265.211,263.9,261.433,255.45,261.542,263.156,258.7,
08/05,252.589,257.222,253.5,269.544,251.5,261.542,252.878,259.367,274.789,261.967,254.767,260.9,254.578,258.3,247.267,249.0,
08/06,251.256,267.167,261.542,269.3,252.811,273.033,261.542,257.478,261.542,266.422,261.933,261.542,254.644,253.911,259.911,252.133,
08/07,251.489,264.411,251.478,270.656,258.567,258.567,258.489,251.825,272.667,257.778,265.2,284.967,251.522,241.857,261.542,255.678,
08/08,251.4,267.811,242.956,268.611,261.922,262.711,261.542,259.733,276.911,261.022,253.144,265.557,261.542,247.311,257.667,270.744,
08/09,259.589,275.944,254.3,271.6,253.1,260.4,268.0,255.844,259.825,261.542,256.578,268.711,268.367,255.078,262.133,252.533,
08/10,265.178,263.256,254.044,266.5,256.267,265.333,250.867,261.0,264.744,269.167,248.578,258.211,249.743,253.778,253.986,261.542,
08/11,259.722,260.933,258.25,267.1,261.542,265.633,261.067,261.542,257.611,270.233,251.8,253.056,260.189,261.542,254.933,253.8,
08/12,259.922,262.022,257.644,264.167,255.767,261.233,260.089,283.867,259.822,251.737,261.542,265.278,261.111,270.433,243.722,258.044,
08/13,262.611,262.244,259.322,263.478,260.333,264.867,261.542,253.133,261.542,268.033,257.4,256.844,256.378,257.257,251.567,253.488,
08/14,257.422,262.289,260.9,259.444,238.788,261.542,268.544,253.411,268.067,260.867,255.789,267.467,265.4,269.156,261.542,257.689,
08/15,248.522,262.411,260.189,263.922,253.667,268.967,261.542,249.411,260.767,266.778,248.4,261.542,269.067,261.178,268.533,251.833,
08/16,244.956,267.033,262.711,254.578,261.542,263.667,260.133,253.244,268.356,261.542,256.867,266.233,259.933,253.456,249.5,264.711,
08/17,255.3,258.356,256.667,266.678,259.567,266.45,261.542,263.711,266.667,274.167,258.589,265.711,261.542,264.867,255.289,261.542,
08/18,247.144,264.4,263.522,258.589,261.542,265.311,259.2,262.489,263.867,262.5,255.767,260.471,256.967,279.667,248.456,272.733,
08/19,254.3,261.542,256.0,256.167,260.5,261.542,264.133,260.122,264.8,269.956,261.542,261.656,261.889,262.567,255.711,264.314,
08/20,255.589,267.3,260.3,262.633,254.589,265.444,256.912,261.542,266.667,272.356,262.6,259.611,260.571,261.542,259.989,263.544,
08/21,260.167,255.944,259.633,259.9,254.9,261.542,261.489,257.833,262.056,272.222,257.033,263.422,261.542,262.067,273.733,256.433,
08/22,259.967,260.233,248.778,260.5,256.444,274.3,261.542,255.056,261.542,276.856,264.922,261.542,256.111,259.622,264.9,255.944,
08/23,258.556,262.356,254.389,265.233,264.433,266.243,263.944,256.638,260.9,265.356,254.878,282.033,256.367,265.357,261.542,264.978,
08/24,255.3,265.767,256.456,266.189,262.878,267.222,261.542,264.222,259.767,273.344,262.644,264.643,261.542,270.067,255.133,292.3,
08/25,263.967,264.144,259.1,261.542,263.956,269.144,275.467,261.667,260.35,261.542,258.889,271.111,280.133,252.744,263.822,261.289,
08/26,262.444,270.311,249.667,262.3,263.133,268.567,260.9,267.722,266.9,270.533,257.544,257.867,266.2,266.078,256.175,261.542,
08/27,256.978,269.9,254.34,262.589,261.542,272.356,274.7,261.542,265.122,271.033,261.333,267.233,269.089,261.542,262.067,256.933,
08/28,260.944,267.633,261.278,261.033,260.733,261.244,273.011,277.033,265.267,263.9,261.542,265.756,264.6,281.4,253.811,263.489,
08/29,256.067,271.5,258.333,263.633,261.356,268.344,261.542,265.9,261.542,274.3,262.033,258.656,266.989,288.6,258.567,260.3,
08/30,254.311,270.478,265.6,260.056,255.175,261.542,278.544,262.767,280.2,265.522,260.078,264.078,265.211,278.6,261.542,263.0,
08/31,260.978,274.044,264.833,263.411,260.567,270.267,261.542,265.756,266.314,268.022,251.075,261.542,269.689,277.344,275.033,249.4,
09/01,267.943,268.789,271.444,265.567,267.943,266.756,272.078,268.911,273.178,267.943,264.533,266.667,266.844,268.178,251.429,260.811,
09/02,262.589,263.344,266.744,272.278,264.867,263.063,267.943,276.3,268.033,273.067,258.911,260.056,267.943,270.289,272.278,267.943,
09/03,263.056,260.567,274.344,268.711,267.943,272.244,276.867,271.578,271.689,261.267,264.089,266.486,264.2,280.711,257.944,279.633,
09/04,265.867,261.722,270.711,269.4,270.833,267.943,267.967,265.467,280.978,267.811,267.943,270.367,266.656,270.389,260.778,256.771,
09/05,263.567,267.222,263.378,267.167,257.178,271.522,269.825,267.943,269.678,276.078,278.9,263.278,267.786,267.943,262.533,266.9,
09/06,267.911,268.922,266.633,262.689,264.767,267.943,263.844,261.2,266.633,278.622,263.033,265.333,268.056,267.433,284.389,268.833,
09/07,263.0,268.5,267.943,268.767,258.589,285.4,267.943,268.0,267.943,277.2,271.111,267.943,258.2,264.956,261.122,272.744,
09/08,258.5,268.033,272.456,265.744,237.067,276.533,270.244,284.0,264.967,271.989,263.789,279.333,264.856,269.414,267.943,268.411,
09/09,259.867,267.722,262.411,260.578,263.789,276.633,267.943,270.433,265.844,285.644,264.4,271.557,267.943,272.478,262.1,307.233,
09/10,265.322,273.022,260.1,262.144,257.522,275.244,284.233,277.744,266.412,267.943,273.2,268.222,288.3,258.744,256.811,266.911,
09/11,269.722,263.278,272.967,264.733,254.367,275.6,253.533,273.0,267.522,278.5,266.967,261.9,272.65,262.833,263.314,267.943,
09/12,257.189,265.633,268.0,267.389,267.943,276.822,276.111,267.943,258.333,274.033,281.611,266.344,265.422,267.943,255.489,264.0,
09/13,265.189,259.967,267.189,263.033,261.6,269.322,266.644,278.0,265.6,278.613,267.943,271.6,264.267,278.7,255.411,281.244,
09/14,262.833,261.567,265.933,267.544,259.944,266.756,267.943,265.986,267.943,272.344,278.3,272.667,260.089,254.657,260.589,272.363,
09/15,262.089,251.756,261.267,263.656,253.663,267.943,274.578,266.322,266.933,261.5,276.467,281.789,270.9,278.667,267.943,276.2,
09/16,265.922,252.789,264.633,266.011,263.822,279.667,267.943,268.078,264.467,263.289,249.95,267.943,279.156,255.744,272.467,257.289,
09/17,254.756,261.789,265.989,257.433,267.943,279.289,276.333,273.633,271.533,267.943,268.956,276.8,271.9,266.633,256.929,264.033,
09/18,271.178,267.256,267.167,269.311,265.367,285.8,267.943,274.967,253.589,281.467,265.778,280.256,267.943,254.578,259.133,267.943,
09/19,263.911,267.067,264.8,263.322,267.943,286.3,283.667,269.511,263.811,280.9,276.033,269.8,262.0,277.033,257.144,277.2,
09/20,261.978,267.943,267.233,264.167,272.067,267.943,277.189,269.856,259.9,286.811,267.943,269.578,267.0,267.833,261.467,258.571,
09/21,262.167,264.989,263.744,263.189,248.278,276.322,283.925,267.943,260.567,280.144,283.7,265.056,260.314,267.943,256.244,270.933,
09/22,264.378,258.444,264.367,263.822,265.422,267.943,273.689,265.8,266.033,273.3,268.6,270.756,263.389,264.9,277.311,275.467,
09/23,269.044,260.2,261.333,270.422,253.822,287.567,267.943,256.056,267.943,280.122,280.756,267.943,257.889,268.633,266.878,274.244,
09/24,267.911,264.8,261.111,264.056,258.733,281.233,270.411,262.587,268.333,261.033,275.178,284.933,260.022,247.688,267.943,275.056,
09/25,257.567,271.122,271.978,263.522,256.956,280.978,267.943,273.433,267.678,274.689,269.156,265.129,267.943,268.544,259.5,291.678,
09/26,255.178,269.333,269.9,267.943,262.122,281.778,277.8,268.022,267.913,267.943,276.7,265.856,282.267,254.389,268.267,275.389,
09/27,259.922,263.689,270.0,268.767,266.489,280.8,261.386,271.022,265.522,280.0,267.1,253.556,273.671,267.522,260.5,267.943,
09/28,260.533,265.733,269.1,267.943,267.943,278.644,274.067,267.943,260.9,281.367,270.556,259.789,277.411,267.943,270.167,265.6,
09/29,274.911,263.122,268.7,267.943,258.667,267.943,270.978,276.867,262.967,283.0,267.943,257.667,258.311,281.033,255.433,271.344,
09/30,273.7,265.578,260.622,267.943,267.033,277.467,267.943,267.367,267.943,282.856,264.567,239.422,265.244,267.614,258.178,272.138,
10/01,269.7,263.389,262.0,267.944,269.05,268.119,270.233,266.367,265.7,277.611,264.733,267.311,264.967,275.011,268.119,280.489,
10/02,274.578,266.289,261.778,267.422,276.178,272.733,268.119,262.511,264.886,277.178,276.725,268.119,261.878,264.6,276.333,270.511,
10/03,268.119,258.167,262.778,257.867,268.119,271.189,272.122,267.978,256.767,268.119,274.733,267.167,267.411,273.056,255.4,268.611,
10/04,278.567,256.311,260.789,270.9,258.844,282.463,268.119,267.133,262.067,286.4,270.122,258.6,268.119,267.711,277.933,268.119,
10/05,280.244,262.6,266.833,266.067,268.119,290.189,275.433,259.6,252.211,283.867,269.444,268.514,289.3,279.3,268.011,289.433,
10/06,267.211,252.589,266.5,270.7,268.9,268.119,272.567,258.511,269.967,270.444,268.119,261.8,267.444,271.344,271.322,285.267,
10/07,278.6,254.556,265.078,276.944,254.844,283.511,272.667,268.119,268.989,285.0,274.1,261.489,271.638,268.119,269.589,275.144,
10/08,271.444,245.967,254.567,275.267,256.067,268.119,271.633,252.733,265.311,275.144,258.433,264.244,266.811,278.833,306.744,282.089,
10/09,277.756,251.467,268.119,271.211,251.967,290.667,268.119,254.4,268.119,282.1,263.1,268.119,273.0,286.656,263.056,282.444,
10/10,273.067,258.644,268.644,274.7,257.5,279.286,264.189,260.475,266.233,262.722,257.922,284.233,274.511,274.775,268.119,279.778,
10/11,276.9,262.067,265.822,269.756,258.689,288.767,268.119,260.867,256.578,270.3,254.9,260.1,268.119,276.389,262.9,310.1,
10/12,269.144,264.367,265.667,268.244,249.611,290.244,270.089,252.244,253.625,268.119,257.056,265.189,268.119,257.978,268.911,273.489,
10/13,263.733,249.411,273.722,269.833,254.911,278.467,250.733,261.333,267.533,267.767,248.8,259.967,282.343,270.8,259.6,268.119,
10/14,272.889,255.667,266.94,270.078,268.119,286.022,269.133,268.119,260.544,265.044,254.267,263.3,277.522,268.119,271.111,270.133,
10/15,255.2,254.678,275.244,266.7,259.867,287.256,269.233,272.833,262.178,260.6,268.119,258.811,273.422,289.233,264.2,276.822,
10/16,259.611,255.6,273.778,273.767,254.667,283.511,268.119,258.867,268.119,270.367,263.767,261.689,272.822,271.657,259.444,271.656,
10/17,271.533,248.789,255.767,270.822,254.788,268.119,271.256,272.667,272.467,270.456,264.4,275.222,271.878,277.778,268.119,281.467,
10/18,265.778,265.233,272.278,269.0,264.189,291.033,268.119,256.322,265.743,276.522,260.7,268.119,275.556,271.956,282.767,269.522,
10/19,266.922,253.4,268.722,264.989,268.119,287.578,260.533,266.344,272.278,268.119,269.644,263.533,268.789,276.167,264.4,267.567,
10/20,266.111,252.978,260.367,271.967,263.889,294.063,268.119,267.322,264.878,281.6,258.6,273.222,268.119,273.156,282.222,268.119,
10/21,262.744,260.411,270.167,258.022,268.119,298.5,280.433,274.144,266.889,259.967,267.022,255.9,268.119,272.389,270.967,285.6,
10/22,259.467,268.119,258.933,264.178,270.467,268.119,264.867,268.0,275.211,274.011,268.119,257.611,258.156,264.8,268.811,266.433,
10/23,260.5,261.933,267.511,262.656,261.678,286.111,265.433,268.119,265.167,253.056,274.733,264.067,254.25,268.119,256.167,276.378,
10/24,263.411,256.678,266.889,265.567,268.011,268.119,266.311,264.733,265.122,268.267,268.533,257.422,267.556,262.533,281.967,269.133,
10/25,271.167,256.733,265.867,262.711,266.178,279.467,268.119,266.967,268.119,264.033,267.111,268.119,261.733,265.1,266.289,274.133,
10/26,265.356,251.067,271.489,264.067,263.9,278.267,273.233,254.95,266.433,261.211,263.111,285.467,262.4,270.8,268.119,270.4,
10/27,258.8,262.0,263.767,261.133,259.289,279.911,268.119,271.256,262.733,266.933,270.122,268.771,268.119,273.311,263.733,296.4,
10/28,268.567,266.956,268.533,268.119,270.789,269.089,288.089,261.989,273.688,268.119,275.811,269.089,280.7,269.467,268.411,271.511,
10/29,266.956,262.833,258.344,272.267,261.589,283.933,272.767,269.656,272.133,265.233,262.9,255.333,265.529,268.756,260.9,268.119,
10/30,270.811,261.933,269.667,273.222,268.119,289.189,280.944,268.119,261.3,265.589,276.9,258.656,274.078,268.119,265.633,265.767,
10/31,253.389,251.078,268.2,261.333,268.033,279.456,260.356,278.533,255.622,265.85,268.119,253.867,266.956,296.733,261.289,267.444,
11/01,266.622,261.422,262.089,270.578,266.511,272.344,263.372,261.729,263.372,257.067,268.333,239.567,261.944,277.586,263.122,273.487,
11/02,258.689,259.811,264.167,263.9,275.15,263.372,281.456,264.011,275.367,264.556,276.656,257.989,268.467,284.7,263.372,279.233,
11/03,255.489,264.044,261.122,257.344,260.711,281.567,263.372,277.122,257.433,268.978,271.375,263.372,266.122,279.6,278.3,260.978,
11/04,263.372,257.333,258.444,260.789,263.372,288.711,269.389,269.967,266.278,263.372,278.989,252.567,270.4,283.111,260.214,266.478,
11/05,265.056,258.633,251.489,276.222,256.178,284.763,263.372,264.022,262.033,268.778,268.844,250.467,263.372,273.922,260.244,263.372,
11/06,260.644,258.544,259.5,279.678,263.372,278.522,269.533,273.922,271.833,272.867,262.367,258.975,267.5,271.678,260.456,283.667,
11/07,265.433,255.1,269.222,265.189,271.033,263.372,278.167,269.667,270.244,273.878,263.372,265.422,265.889,266.444,267.167,269.667,
11/08,263.256,264.9,267.867,262.478,257.367,279.933,269.125,263.372,264.667,265.933,278.233,255.378,252.087,263.372,260.9,267.978,
11/09,254.511,256.633,268.822,261.089,261.122,263.372,271.333,262.433,258.533,259.956,254.114,269.889,267.8,265.167,292.444,266.956,
11/10,246.567,265.122,263.372,265.989,258.533,282.467,263.372,261.4,263.372,265.956,276.622,263.372,258.289,266.678,264.956,268.056,
11/11,249.511,268.556,269.867,253.133,263.267,271.567,260.278,259.729,263.867,265.367,266.489,273.767,252.744,259.875,263.372,273.978,
11/12,255.933,264.956,254.956,262.089,262.811,283.078,263.372,252.067,260.167,267.456,272.767,267.2,263.372,258.667,263.267,292.056,
11/13,259.522,261.044,261.822,263.556,255.389,277.911,281.867,255.533,262.922,263.372,278.867,260.133,284.3,240.4,249.322,267.122,
11/14,257.244,267.2,268.644,265.067,261.022,288.667,266.8,257.978,263.922,265.9,264.389,248.4,266.371,250.456,264.35,263.372,
11/15,254.6,265.667,267.533,271.356,263.372,280.211,267.789,263.372,260.144,263.2,272.856,250.367,265.722,263.372,252.278,265.633,
11/16,252.867,263.567,274.933,249.867,262.0,272.511,269.344,269.9,255.656,256.667,263.372,254.633,252.933,278.9,245.222,268.567,
11/17,260.511,264.856,281.644,260.089,260.056,278.044,263.372,252.357,263.372,259.967,266.533,244.911,256.289,254.586,246.556,271.95,
11/18,259.222,275.267,271.167,260.756,283.9,263.372,271.233,254.222,261.711,259.767,265.0,261.444,254.156,273.356,263.372,270.1,
11/19,259.344,256.756,270.867,257.644,271.589,274.533,263.372,257.889,246.2,259.922,263.95,263.372,259.967,266.911,268.767,257.944,
11/20,253.556,266.733,266.578,248.7,263.372,271.7,265.267,251.6,259.722,263.372,265.944,260.233,260.844,265.733,246.233,266.589,
11/21,255.411,263.978,266.789,269.067,264.878,258.944,263.372,257.333,252.933,272.067,254.622,263.4,263.372,259.544,260.433,263.372,
11/22,249.278,253.011,260.367,259.867,263.372,262.311,266.833,255.389,255.344,258.733,263.044,257.9,272.067,255.556,256.033,279.533,
11/23,252.667,263.372,272.6,258.744,276.933,263.372,257.044,255.467,255.489,264.2,263.372,259.7,263.533,255.322,259.367,258.6,
11/24,258.489,261.722,273.633,253.756,256.078,260.011,249.589,263.372,258.167,250.7,274.133,245.811,265.813,263.372,260.711,270.911,
11/25,254.878,256.422,257.922,263.267,270.533,263.372,270.956,257.933,252.956,262.8,264.443,250.167,261.778,250.1,294.578,261.211,
11/26,258.0,260.9,253.678,252.667,257.933,267.822,263.372,252.789,263.372,268.689,268.367,263.372,258.244,233.644,256.744,265.133,
11/27,257.067,261.856,264.611,251.578,266.344,259.567,265.233,253.213,265.333,246.878,259.611,267.233,264.233,260.475,263.372,266.544,
11/28,259.233,259.211,255.989,254.222,267.333,268.9,263.372,258.744,257.989,260.3,272.589,246.786,263.372,251.233,252.633,288.511,
11/29,260.644,262.767,257.767,263.372,260.756,278.022,275.422,250.989,258.433,263.372,268.744,256.489,277.867,241.367,256.9,266.644,
11/30,261.244,252.722,253.189,257.167,260.489,272.067,257.5,253.133,263.189,268.067,262.756,247.222,264.043,243.489,263.875,263.372,
12/01,248.5,251.2,257.657,248.689,258.606,272.589,276.444,263.372,256.2,265.533,266.611,248.222,266.644,258.606,253.156,257.433,
12/02,256.456,246.667,255.644,252.688,261.067,268.122,263.867,267.733,240.222,259.625,258.606,258.989,255.267,266.5,242.889,272.589,
12/03,249.833,253.378,253.278,248.911,268.067,268.378,258.606,255.133,258.606,257.667,268.233,249.6,256.344,240.057,258.044,257.625,
12/04,261.467,243.278,253.833,248.089,253.411,258.606,267.4,259.033,276.556,260.333,263.756,259.556,268.778,256.533,258.606,265.2,
12/05,257.111,249.067,255.433,252.711,256.656,277.467,258.606,247.767,265.533,263.156,256.387,258.606,260.033,258.489,272.989,261.011,
12/06,258.606,254.0,257.967,248.2,258.606,273.867,260.522,257.389,263.722,258.606,260.233,256.7,264.778,252.8,260.367,267.356,
12/07,258.622,252.856,252.178,263.8,247.6,273.456,258.606,258.633,253.567,276.1,251.889,254.389,258.606,253.511,265.867,258.606,
12/08,252.167,247.856,251.367,248.8,258.606,288.489,267.367,258.856,262.411,258.9,258.144,245.825,271.367,245.678,246.933,287.633,
12/09,260.167,241.244,261.489,253.744,255.333,258.606,263.833,254.489,265.522,262.311,258.606,258.078,257.611,262.856,261.044,264.933,
12/10,252.911,255.267,259.156,264.467,244.689,262.922,259.175,258.606,258.333,267.211,270.133,243.556,268.312,258.606,258.444,267.189,
12/11,257.978,242.4,262.678,259.978,250.911,258.606,263.0,266.9,262.844,257.744,260.071,259.833,257.722,260.467,260.567,249.456,
12/12,257.0,247.044,258.606,268.889,248.611,281.433,258.606,267.922,258.606,264.322,260.411,258.606,252.022,257.067,258.333,259.656,
12/13,262.044,248.511,266.689,260.4,244.044,258.3,257.389,262.2,263.433,250.822,250.044,274.333,252.633,272.371,258.606,265.322,
12/14,259.567,244.344,258.956,262.489,242.022,266.967,258.606,273.556,260.089,261.222,257.989,256.943,258.606,267.556,258.667,293.356,
12/15,258.7,248.522,269.956,259.556,239.189,263.678,271.9,254.878,249.75,258.606,257.722,255.367,278.333,251.244,257.2,258.606,
12/16,258.767,248.178,261.311,262.633,243.933,269.9,254.5,255.511,259.244,265.1,263.933,247.256,243.4,259.089,261.413,258.606,
12/17,255.2,253.5,262.111,250.256,258.606,263.8,259.911,258.606,256.833,253.667,272.078,250.711,259.156,258.606,259.922,258.967,
12/18,259.878,251.511,263.5,261.725,246.4,270.211,248.256,273.9,254.811,253.963,258.606,253.178,250.233,271.0,246.367,264.489,
12/19,255.044,254.211,258.606,255.9,245.711,266.633,258.606,253.314,258.606,252.844,262.333,248.189,251.156,265.357,254.822,277.95,
12/20,260.189,247.211,256.589,255.556,248.062,258.606,254.333,267.889,262.833,249.956,254.244,253.989,256.967,261.278,258.606,269.433,
12/21,252.756,253.167,256.189,257.589,251.911,269.633,252.022,260.567,253.014,253.544,269.35,258.606,264.922,241.256,263.4,253.7,
12/22,250.5,251.633,255.767,249.086,258.606,264.233,253.1,264.6,263.078,258.606,261.811,254.333,250.922,251.878,253.033,260.533,
12/23,257.889,253.7,255.089,263.233,261.589,261.733,258.606,272.689,261.678,266.478,256.078,246.833,258.606,255.756,257.156,258.606,
12/24,252.656,249.689,262.3,250.478,258.606,270.389,261.967,274.567,265.967,249.833,257.011,236.75,262.967,268.867,237.578,281.167,
12/25,255.056,258.606,262.411,262.222,270.133,258.606,249.933,271.711,270.156,256.367,258.606,251.711,249.122,257.022,256.478,264.367,
12/26,250.489,258.367,259.489,261.278,242.067,267.356,272.756,258.606,263.833,245.044,273.3,249.622,246.437,258.606,254.356,265.567,
12/27,249.256,250.244,258.556,260.111,263.267,258.606,269.489,259.467,261.956,251.611,258.7,257.689,249.878,262.467,258.111,251.367,
12/28,250.978,255.589,254.522,260.467,244.967,281.567,255.089,264.322,258.606,268.956,281.589,258.606,248.878,253.8,244.6,250.9,
12/29,250.911,255.578,266.822,252.067,254.611,261.367,261.4,257.875,263.8,245.922,258.511,276.867,249.422,261.986,258.606,251.433,
12/30,252.4,259.344,260.322,253.833,253.9,271.478,258.606,262.767,254.467,262.867,259.167,254.986,258.606,261.711,251.533,315.722,
12/31,250.8,264.222,255.056,259.567,250.911,262.722,267.211,255.056,256.163,258.606,261.689,265.078,269.256,248.1,247.889,254.922,
